student_id,hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category
S07973,7.7,30.9,99.0,50,72,Требует внимания
S07974,2.5,10.5,53.8,93,64,Требует внимания
S07975,4.2,13.5,85.9,77,62,Требует внимания
S07976,2.9,14.7,89.0,85,63,Требует внимания
S07977,4.1,23.3,50.3,71,82,Успешный студент
S07978,8.2,18.0,64.7,68,67,Требует внимания
S07979,1.3,21.0,66.1,95,40,В зоне риска
S07980,4.6,29.1,79.7,95,48,В зоне риска
S07981,5.0,29.8,50.3,53,75,Успешный студент
S07982,9.5,9.0,71.9,78,82,Успешный студент
S07983,10.3,25.0,55.5,65,33,В зоне риска
S07984,1.0,28.5,59.9,95,55,Требует внимания
S07985,2.0,16.1,62.5,82,60,Требует внимания
S07986,2.1,14.4,64.4,70,63,Требует внимания
S07987,3.2,11.2,63.4,41,67,Требует внимания
S07988,4.3,30.3,83.7,61,62,Требует внимания
S07989,9.6,10.0,68.7,73,53,Требует внимания
S07990,3.2,15.2,50.3,95,54,Требует внимания
S07991,2.5,27.8,77.7,95,58,Требует внимания
S07992,9.9,22.3,76.3,93,72,Требует внимания
S07993,12.0,22.3,56.9,40,86,Успешный студент
S07994,4.7,29.2,79.7,75,35,В зоне риска
S07995,9.4,25.7,89.0,85,48,В зоне риска
S07996,1.0,25.5,60.3,47,38,В зоне риска
S07997,1.0,17.8,51.9,52,41,В зоне риска
S07998,9.1,23.9,50.3,95,65,Требует внимания
S07999,9.8,20.9,86.5,61,27,В зоне риска
S08000,7.4,16.3,50.3,65,50,Требует внимания
S08001,5.4,15.0,63.6,95,57,Требует внимания
S08002,1.0,16.1,61.8,65,59,Требует внимания
S08003,3.2,25.6,100.0,74,66,Требует внимания
S08004,8.2,16.3,56.0,69,54,Требует внимания
S08005,9.9,11.8,64.2,63,60,Требует внимания
S08006,5.3,17.1,82.5,95,51,Требует внимания
S08007,12.0,28.6,76.6,95,60,Требует внимания
S08008,7.9,2.1,59.9,94,69,Требует внимания
S08009,5.8,20.9,50.3,68,43,В зоне риска
S08010,5.2,26.5,55.2,59,77,Успешный студент
S08011,7.3,12.4,92.8,60,61,Требует внимания
S08012,9.9,9.3,55.0,55,27,В зоне риска
S08013,7.1,22.2,70.5,73,68,Требует внимания
S08014,2.4,7.4,79.7,49,59,Требует внимания
S08015,9.5,12.7,62.1,40,20,В зоне риска
S08016,2.9,10.7,87.9,63,54,Требует внимания
S08017,5.8,18.5,63.0,95,35,В зоне риска
S08018,8.3,11.1,86.5,65,69,Требует внимания
S08019,2.7,11.8,57.5,58,57,Требует внимания
S08020,9.9,14.7,56.2,57,60,Требует внимания
S08021,10.6,19.3,84.6,67,94,Успешный студент
S08022,8.5,28.7,91.0,94,59,Требует внимания
S08023,4.8,21.7,50.3,55,12,В зоне риска
S08024,9.2,25.0,55.8,87,43,В зоне риска
S08025,2.7,29.4,52.6,54,59,Требует внимания
S08026,1.0,10.3,76.7,66,17,В зоне риска
S08027,3.1,19.6,59.5,46,31,В зоне риска
S08028,8.1,3.4,89.1,77,53,Требует внимания
S08029,1.5,27.3,52.0,93,51,Требует внимания
S08030,1.0,16.0,90.4,82,54,Требует внимания
S08031,6.3,15.3,51.2,66,13,В зоне риска
S08032,1.5,26.0,76.6,95,55,Требует внимания
S08033,8.4,17.7,100.0,52,72,Требует внимания
S08034,10.1,27.5,56.4,40,60,Требует внимания
S08035,7.2,9.5,94.5,71,33,В зоне риска
S08036,8.7,11.8,76.9,89,71,Требует внимания
S08037,7.5,14.9,71.5,71,57,Требует внимания
S08038,1.9,18.9,50.3,58,21,В зоне риска
S08039,7.8,15.9,63.7,55,56,Требует внимания
S08040,9.1,14.1,68.9,95,82,Успешный студент
S08041,9.5,20.8,79.5,65,90,Успешный студент
S08042,3.0,9.9,55.8,95,57,Требует внимания
S08043,4.3,15.4,54.5,71,71,Требует внимания
S08044,1.5,14.3,74.5,95,29,В зоне риска
S08045,7.1,29.2,63.1,77,80,Успешный студент
S08046,6.4,12.6,95.5,78,69,Требует внимания
S08047,11.2,3.9,50.3,69,65,Требует внимания
S08048,7.3,19.1,67.2,71,28,В зоне риска
S08049,4.2,7.9,72.1,87,42,В зоне риска
S08050,1.6,2.5,75.6,88,35,В зоне риска
S08051,5.1,20.0,67.7,92,49,В зоне риска
S08052,1.0,13.9,76.1,86,45,В зоне риска
S08053,3.5,23.7,66.0,95,67,Требует внимания
S08054,1.7,22.4,86.5,85,59,Требует внимания
S08055,11.0,10.1,57.3,64,58,Требует внимания
S08056,9.2,11.9,50.3,90,65,Требует внимания
S08057,3.0,10.0,83.9,59,82,Успешный студент
S08058,4.1,14.6,100.0,71,48,В зоне риска
S08059,2.7,14.4,75.3,50,69,Требует внимания
S08060,10.1,13.6,81.3,90,51,Требует внимания
S08061,1.0,19.8,77.5,95,43,В зоне риска
S08062,2.4,32.5,84.6,61,73,Требует внимания
S08063,3.2,26.9,92.2,80,31,В зоне риска
S08064,1.5,7.7,51.4,61,17,В зоне риска
S08065,1.9,15.8,74.0,93,36,В зоне риска
S08066,10.6,18.6,61.6,56,59,Требует внимания
S08067,6.2,20.1,80.2,75,56,Требует внимания
S08068,2.9,21.2,75.8,80,37,В зоне риска
S08069,6.3,7.9,82.8,95,64,Требует внимания
S08070,5.7,26.0,78.0,93,89,Успешный студент
S08071,2.6,25.5,100.0,77,67,Требует внимания
S08072,4.4,14.6,86.8,72,57,Требует внимания
S08073,3.9,18.0,55.9,54,68,Требует внимания
S08074,1.9,24.8,85.3,56,65,Требует внимания
S08075,4.7,11.5,64.8,69,62,Требует внимания
S08076,1.0,20.3,50.3,63,19,В зоне риска
S08077,12.0,31.8,67.9,95,64,Требует внимания
S08078,5.6,27.8,67.6,58,49,В зоне риска
S08079,2.4,10.5,63.2,74,34,В зоне риска
S08080,4.8,23.2,74.6,61,63,Требует внимания
S08081,8.4,21.7,52.3,90,57,Требует внимания
S08082,6.7,18.1,83.4,64,75,Успешный студент
S08083,1.7,11.0,52.9,64,86,Успешный студент
S08084,3.6,22.9,70.0,95,54,Требует внимания
S08085,5.4,30.6,65.1,71,77,Успешный студент
S08086,8.8,16.4,87.6,95,69,Требует внимания
S08087,5.4,15.7,63.7,74,34,В зоне риска
S08088,2.3,30.2,55.8,65,73,Требует внимания
S08089,8.7,14.3,73.3,58,68,Требует внимания
S08090,5.6,11.5,50.3,56,68,Требует внимания
S08091,4.1,25.0,70.8,64,45,В зоне риска
S08092,9.1,17.0,82.1,61,64,Требует внимания
S08093,1.1,28.4,52.9,95,52,Требует внимания
S08094,9.0,16.5,74.2,74,41,В зоне риска
S08095,9.7,13.4,82.2,88,65,Требует внимания
S08096,4.5,18.1,53.2,68,53,Требует внимания
S08097,1.1,30.0,53.0,56,64,Требует внимания
S08098,8.9,8.7,54.8,95,17,В зоне риска
S08099,2.0,8.8,64.9,75,43,В зоне риска
S08100,3.0,15.4,50.3,85,54,Требует внимания
S08101,8.5,22.0,78.8,53,63,Требует внимания
S08102,7.0,31.9,50.9,84,61,Требует внимания
S08103,5.7,13.9,80.1,71,73,Требует внимания
S08104,4.1,22.0,65.1,68,57,Требует внимания
S08105,3.8,19.1,71.6,40,78,Успешный студент
S08106,8.4,28.1,100.0,61,46,В зоне риска
S08107,7.2,28.7,83.7,42,60,Требует внимания
S08108,10.1,23.6,50.3,63,49,В зоне риска
S08109,7.2,17.9,71.2,86,69,Требует внимания
S08110,5.6,9.6,72.5,81,70,Требует внимания
S08111,3.9,23.8,76.2,61,58,Требует внимания
S08112,3.1,4.4,89.1,74,31,В зоне риска
S08113,1.7,3.0,60.9,73,48,В зоне риска
S08114,1.8,17.6,73.3,70,49,В зоне риска
S08115,3.8,28.7,52.8,48,69,Требует внимания
S08116,5.2,25.5,57.1,71,34,В зоне риска
S08117,9.3,10.1,64.6,64,65,Требует внимания
S08118,2.1,17.7,94.5,71,73,Требует внимания
S08119,3.7,11.4,80.2,66,36,В зоне риска
S08120,3.8,25.9,93.2,52,67,Требует внимания
S08121,7.6,21.8,76.7,85,53,Требует внимания
S08122,1.7,24.4,61.0,77,53,Требует внимания
S08123,2.0,16.6,56.7,53,49,В зоне риска
S08124,2.1,30.0,66.3,93,55,Требует внимания
S08125,10.4,13.8,90.2,45,41,В зоне риска
S08126,4.6,12.1,95.5,57,57,Требует внимания
S08127,8.7,21.0,70.8,66,53,Требует внимания
S08128,2.9,6.4,87.9,67,47,В зоне риска
S08129,2.4,27.8,80.6,88,70,Требует внимания
S08130,6.5,23.9,64.8,95,26,В зоне риска
S08131,7.3,32.6,50.3,56,59,Требует внимания
S08132,1.0,5.6,62.7,67,67,Требует внимания
S08133,7.1,17.0,58.9,53,67,Требует внимания
S08134,5.3,21.2,63.0,46,79,Успешный студент
S08135,3.3,17.4,80.8,53,92,Успешный студент
S08136,12.0,20.0,52.5,72,94,Успешный студент
S08137,1.7,18.0,79.4,89,55,Требует внимания
S08138,8.1,27.6,60.9,74,29,В зоне риска
S08139,5.0,23.1,93.8,95,75,Успешный студент
S08140,2.8,20.2,50.3,90,46,В зоне риска
S08141,2.5,12.2,50.3,95,66,Требует внимания
S08142,2.4,24.8,50.3,66,37,В зоне риска
S08143,2.5,4.6,66.2,95,63,Требует внимания
S08144,4.2,11.9,76.7,95,41,В зоне риска
S08145,1.0,16.0,56.0,71,48,В зоне риска
S08146,3.9,22.3,77.6,83,52,Требует внимания
S08147,3.1,15.4,57.4,72,53,Требует внимания
S08148,7.6,21.4,71.2,71,55,Требует внимания
S08149,3.1,10.7,82.5,87,68,Требует внимания
S08150,2.3,25.8,67.9,93,94,Успешный студент
S08151,4.6,9.2,50.3,64,53,Требует внимания
S08152,9.5,26.4,75.3,95,40,В зоне риска
S08153,3.0,22.1,62.4,95,66,Требует внимания
S08154,7.7,12.4,84.6,51,50,Требует внимания
S08155,7.8,14.2,54.6,71,35,В зоне риска
S08156,4.0,9.7,58.2,61,50,Требует внимания
S08157,7.3,13.2,79.2,94,37,В зоне риска
S08158,11.8,26.4,72.5,61,63,Требует внимания
S08159,6.7,28.2,58.1,71,42,В зоне риска
S08160,6.1,21.3,82.9,95,56,Требует внимания
S08161,2.6,2.1,90.1,77,65,Требует внимания
S08162,10.4,33.5,72.0,76,63,Требует внимания
S08163,9.6,16.5,73.4,95,42,В зоне риска
S08164,1.0,27.5,50.3,56,74,Требует внимания
S08165,6.6,28.7,55.5,62,24,В зоне риска
S08166,1.8,22.1,93.8,66,52,Требует внимания
S08167,2.1,16.3,88.2,95,51,Требует внимания
S08168,9.2,23.7,100.0,94,78,Успешный студент
S08169,5.0,22.8,65.7,95,67,Требует внимания
S08170,2.7,6.0,57.5,61,62,Требует внимания
S08171,7.9,22.2,77.6,60,69,Требует внимания
S08172,1.5,10.3,53.2,62,21,В зоне риска
S08173,4.6,8.4,81.8,95,60,Требует внимания
S08174,3.6,19.2,70.1,87,45,В зоне риска
S08175,5.5,18.2,64.7,70,53,Требует внимания
S08176,9.5,29.1,51.8,70,84,Успешный студент
S08177,11.2,12.0,82.2,61,68,Требует внимания
S08178,3.3,17.1,85.4,51,48,В зоне риска
S08179,1.7,18.2,53.9,65,53,Требует внимания
S08180,3.6,6.3,57.0,50,40,В зоне риска
S08181,9.9,9.9,50.3,95,24,В зоне риска
S08182,1.0,22.8,57.1,82,37,В зоне риска
S08183,2.2,29.6,50.3,80,62,Требует внимания
S08184,5.4,9.8,68.6,83,36,В зоне риска
S08185,9.3,8.5,72.4,91,73,Требует внимания
S08186,3.7,27.9,67.5,64,59,Требует внимания
S08187,11.5,10.7,60.7,95,52,Требует внимания
S08188,4.1,11.6,59.4,59,61,Требует внимания
S08189,7.1,13.2,50.3,95,64,Требует внимания
S08190,5.1,29.7,50.3,59,52,Требует внимания
S08191,1.1,3.9,81.5,95,12,В зоне риска
S08192,8.2,25.2,50.3,56,55,Требует внимания
S08193,2.2,26.6,67.3,55,37,В зоне риска
S08194,4.7,28.8,56.1,68,53,Требует внимания
S08195,10.3,31.5,86.5,74,70,Требует внимания
S08196,11.7,32.1,50.3,83,58,Требует внимания
S08197,10.3,24.9,90.1,85,39,В зоне риска
S08198,1.4,7.3,58.3,93,62,Требует внимания
S08199,4.5,17.5,82.7,95,69,Требует внимания
S08200,2.8,15.5,93.7,95,37,В зоне риска
S08201,2.5,31.3,50.3,95,65,Требует внимания
S08202,7.2,26.7,56.3,95,79,Успешный студент
S08203,10.6,16.4,68.0,86,54,Требует внимания
S08204,2.5,14.1,81.8,79,12,В зоне риска
S08205,8.1,18.7,81.4,75,82,Успешный студент
S08206,2.2,25.0,50.3,95,41,В зоне риска
S08207,5.8,18.0,51.3,57,48,В зоне риска
S08208,10.2,22.4,66.1,69,45,В зоне риска
S08209,3.2,11.5,82.1,89,50,Требует внимания
S08210,3.7,2.5,78.8,95,60,Требует внимания
S08211,1.3,26.3,53.9,87,71,Требует внимания
S08212,4.1,24.1,88.9,40,22,В зоне риска
S08213,2.0,12.3,76.3,56,48,В зоне риска
S08214,10.3,28.5,70.8,74,56,Требует внимания
S08215,5.8,17.6,56.0,85,41,В зоне риска
S08216,2.5,6.8,60.6,61,47,В зоне риска
S08217,1.1,12.6,82.7,58,71,Требует внимания
S08218,5.5,10.7,93.3,73,79,Успешный студент
S08219,5.5,27.9,59.7,95,75,Успешный студент
S08220,2.7,12.3,92.3,95,44,В зоне риска
S08221,2.5,14.0,87.1,61,40,В зоне риска
S08222,4.0,11.9,58.1,76,44,В зоне риска
S08223,2.8,24.6,62.7,56,43,В зоне риска
S08224,11.0,33.8,50.3,73,67,Требует внимания
S08225,9.9,15.2,68.1,95,53,Требует внимания
S08226,6.9,33.4,96.5,74,69,Требует внимания
S08227,2.5,8.3,59.9,67,36,В зоне риска
S08228,7.8,7.0,63.1,88,83,Успешный студент
S08229,6.8,31.1,61.2,50,51,Требует внимания
S08230,6.9,28.6,59.3,48,71,Требует внимания
S08231,3.8,17.1,59.8,40,47,В зоне риска
S08232,5.7,11.2,71.0,83,37,В зоне риска
S08233,1.7,16.0,60.9,40,31,В зоне риска
S08234,9.9,9.7,69.4,74,28,В зоне риска
S08235,7.9,7.6,85.0,53,31,В зоне риска
S08236,3.3,15.4,68.2,92,91,Успешный студент
S08237,6.1,25.7,93.8,52,94,Успешный студент
S08238,2.4,22.6,96.0,67,37,В зоне риска
S08239,6.8,25.4,60.3,51,68,Требует внимания
S08240,5.2,16.0,50.3,95,71,Требует внимания
S08241,5.7,4.7,86.8,70,55,Требует внимания
S08242,6.5,15.2,58.2,81,30,В зоне риска
S08243,3.6,31.7,60.0,82,48,В зоне риска
S08244,3.8,9.0,79.9,45,37,В зоне риска
S08245,2.9,15.6,86.6,69,61,Требует внимания
S08246,7.2,28.1,60.5,61,23,В зоне риска
S08247,6.2,14.9,77.2,95,61,Требует внимания
S08248,8.8,28.6,81.2,63,81,Успешный студент
S08249,3.2,15.8,94.5,62,52,Требует внимания
S08250,1.6,13.6,54.5,95,50,Требует внимания
S08251,3.1,6.7,64.8,63,68,Требует внимания
S08252,3.2,13.1,83.9,95,53,Требует внимания
S08253,8.2,4.1,90.2,79,78,Успешный студент
S08254,5.6,10.9,71.4,95,51,Требует внимания
S08255,4.0,22.2,55.2,95,68,Требует внимания
S08256,1.9,23.2,98.9,95,47,В зоне риска
S08257,4.0,7.1,73.0,69,59,Требует внимания
S08258,4.1,30.5,91.2,40,72,Требует внимания
S08259,2.5,9.7,76.1,92,61,Требует внимания
S08260,1.1,27.5,55.2,95,45,В зоне риска
S08261,2.5,28.7,60.6,52,64,Требует внимания
S08262,5.5,13.6,50.3,90,52,Требует внимания
S08263,5.8,10.4,65.5,65,65,Требует внимания
S08264,3.0,2.1,50.3,90,39,В зоне риска
S08265,6.1,19.7,76.1,94,72,Требует внимания
S08266,11.3,12.4,72.9,69,65,Требует внимания
S08267,5.8,16.3,57.8,85,42,В зоне риска
S08268,4.6,23.8,74.0,52,61,Требует внимания
S08269,11.3,22.1,54.8,90,17,В зоне риска
S08270,7.0,23.1,69.8,94,79,Успешный студент
S08271,7.7,7.6,91.0,95,62,Требует внимания
S08272,8.8,14.7,71.1,91,68,Требует внимания
S08273,7.4,13.6,60.4,51,85,Успешный студент
S08274,3.0,6.6,75.3,59,71,Требует внимания
S08275,4.4,20.4,51.6,95,51,Требует внимания
S08276,3.7,26.1,64.2,63,57,Требует внимания
S08277,3.5,21.4,62.1,95,68,Требует внимания
S08278,2.5,9.9,94.0,64,61,Требует внимания
S08279,1.0,28.8,57.1,42,12,В зоне риска
S08280,6.2,23.6,55.3,87,51,Требует внимания
S08281,1.0,13.5,50.3,74,64,Требует внимания
S08282,5.9,4.2,57.9,69,80,Успешный студент
S08283,2.0,16.5,82.8,70,36,В зоне риска
S08284,1.7,17.5,82.1,58,45,В зоне риска
S08285,8.7,17.0,81.5,84,69,Требует внимания
S08286,3.4,6.9,62.1,68,66,Требует внимания
S08287,1.0,29.7,71.3,69,61,Требует внимания
S08288,3.4,19.8,56.2,50,12,В зоне риска
S08289,6.4,22.8,88.0,95,81,Успешный студент
S08290,1.0,3.3,72.1,52,54,Требует внимания
S08291,1.6,9.3,72.9,95,77,Успешный студент
S08292,9.4,9.1,71.3,49,90,Успешный студент
S08293,6.7,21.5,64.5,72,58,Требует внимания
S08294,11.9,8.4,54.2,95,37,В зоне риска
S08295,4.5,10.7,95.9,86,41,В зоне риска
S08296,2.3,26.6,100.0,80,82,Успешный студент
S08297,10.1,20.4,69.8,95,93,Успешный студент
S08298,8.7,18.0,84.1,60,41,В зоне риска
S08299,1.0,26.3,67.4,95,40,В зоне риска
S08300,9.7,12.0,75.0,95,54,Требует внимания
S08301,1.0,15.5,90.9,90,68,Требует внимания
S08302,1.0,7.9,51.0,95,53,Требует внимания
S08303,1.0,10.4,89.9,95,42,В зоне риска
S08304,1.0,6.5,59.8,88,19,В зоне риска
S08305,2.5,23.2,96.6,95,55,Требует внимания
S08306,1.0,26.2,88.6,74,41,В зоне риска
S08307,4.7,10.9,73.0,81,34,В зоне риска
S08308,2.8,26.7,96.8,95,69,Требует внимания
S08309,8.2,27.8,55.4,80,50,Требует внимания
S08310,1.0,16.7,57.5,78,41,В зоне риска
S08311,1.8,18.8,59.4,92,77,Успешный студент
S08312,2.6,24.0,81.7,54,47,В зоне риска
S08313,9.8,26.2,82.8,79,67,Требует внимания
S08314,8.8,27.0,67.3,57,12,В зоне риска
S08315,5.7,11.7,79.8,60,57,Требует внимания
S08316,4.3,14.0,64.5,95,16,В зоне риска
S08317,7.8,15.9,50.3,64,94,Успешный студент
S08318,4.1,8.4,94.5,56,65,Требует внимания
S08319,7.4,14.7,65.7,78,77,Успешный студент
S08320,9.2,22.7,50.6,57,68,Требует внимания
S08321,8.1,17.6,50.3,72,31,В зоне риска
S08322,6.0,25.2,60.9,95,37,В зоне риска
S08323,2.8,34.9,54.0,62,80,Успешный студент
S08324,7.3,12.1,52.7,84,47,В зоне риска
S08325,12.0,25.5,75.7,72,94,Успешный студент
S08326,4.6,7.8,50.3,64,43,В зоне риска
S08327,6.9,22.5,70.1,95,62,Требует внимания
S08328,9.8,10.1,99.7,70,12,В зоне риска
S08329,5.4,20.0,91.3,72,56,Требует внимания
S08330,5.8,15.4,96.5,74,54,Требует внимания
S08331,7.3,20.2,58.3,76,30,В зоне риска
S08332,8.9,12.2,55.1,61,50,Требует внимания
S08333,10.9,24.5,85.8,53,37,В зоне риска
S08334,1.1,14.6,50.3,81,71,Требует внимания
S08335,11.8,10.3,98.3,95,66,Требует внимания
S08336,8.2,28.9,96.9,73,46,В зоне риска
S08337,3.3,8.0,57.2,87,47,В зоне риска
S08338,12.0,9.0,50.3,86,53,Требует внимания
S08339,12.0,23.9,86.1,71,52,Требует внимания
S08340,4.3,21.4,86.0,68,58,Требует внимания
S08341,7.5,24.6,80.3,95,62,Требует внимания
S08342,4.4,13.4,71.8,72,46,В зоне риска
S08343,7.6,19.3,58.5,85,61,Требует внимания
S08344,3.3,8.6,72.4,95,39,В зоне риска
S08345,6.5,8.3,71.0,60,61,Требует внимания
S08346,5.8,21.1,56.7,95,87,Успешный студент
S08347,1.1,27.4,68.3,85,17,В зоне риска
S08348,7.5,28.3,50.3,58,78,Успешный студент
S08349,6.6,16.4,52.4,67,17,В зоне риска
S08350,4.9,20.6,87.5,56,61,Требует внимания
S08351,2.2,29.2,91.3,58,28,В зоне риска
S08352,11.1,26.6,71.5,67,61,Требует внимания
S08353,7.2,20.5,62.0,40,21,В зоне риска
S08354,2.7,31.2,81.1,42,56,Требует внимания
S08355,7.5,23.3,63.6,91,73,Требует внимания
S08356,5.7,26.5,66.6,66,16,В зоне риска
S08357,4.0,12.4,69.3,95,57,Требует внимания
S08358,7.4,26.1,69.6,52,71,Требует внимания
S08359,8.2,28.2,97.4,91,64,Требует внимания
S08360,9.9,27.2,62.4,75,52,Требует внимания
S08361,4.8,17.3,91.1,47,67,Требует внимания
S08362,3.7,28.0,87.6,89,42,В зоне риска
S08363,5.1,8.1,74.2,82,45,В зоне риска
S08364,9.2,5.5,54.2,66,31,В зоне риска
S08365,2.9,10.4,70.2,84,52,Требует внимания
S08366,8.2,16.9,66.0,49,71,Требует внимания
S08367,2.0,9.1,72.6,92,12,В зоне риска
S08368,1.0,26.3,58.8,60,65,Требует внимания
S08369,3.8,10.9,100.0,94,64,Требует внимания
S08370,3.2,14.2,95.0,95,87,Успешный студент
S08371,8.0,15.6,63.3,91,66,Требует внимания
S08372,1.0,22.8,94.9,76,60,Требует внимания
S08373,9.9,4.6,75.1,51,35,В зоне риска
S08374,10.5,21.3,50.3,95,69,Требует внимания
S08375,1.0,26.9,57.5,78,46,В зоне риска
S08376,4.7,14.6,79.4,83,46,В зоне риска
S08377,4.0,28.6,59.4,95,71,Требует внимания
S08378,7.3,15.0,82.5,62,46,В зоне риска
S08379,9.9,19.7,96.4,81,64,Требует внимания
S08380,9.2,31.9,69.7,50,58,Требует внимания
S08381,1.5,23.8,62.0,68,50,Требует внимания
S08382,3.0,20.1,81.7,81,62,Требует внимания
S08383,6.6,8.9,73.6,58,84,Успешный студент
S08384,5.3,26.6,95.4,65,45,В зоне риска
S08385,4.5,18.2,63.3,64,12,В зоне риска
S08386,7.1,5.8,94.7,72,49,В зоне риска
S08387,1.1,4.6,85.4,55,12,В зоне риска
S08388,2.6,22.7,79.3,87,69,Требует внимания
S08389,4.9,20.9,96.8,92,85,Успешный студент
S08390,8.7,14.6,51.9,88,43,В зоне риска
S08391,6.7,21.3,77.2,74,68,Требует внимания
S08392,3.6,31.9,52.2,95,53,Требует внимания
S08393,5.5,20.5,50.3,86,71,Требует внимания
S08394,8.1,17.0,50.3,52,70,Требует внимания
S08395,9.7,23.4,50.3,95,65,Требует внимания
S08396,2.6,11.5,68.9,95,84,Успешный студент
S08397,7.7,14.7,54.6,88,39,В зоне риска
S08398,8.4,21.4,87.8,69,82,Успешный студент
S08399,2.6,26.8,67.1,95,60,Требует внимания
S08400,9.2,19.3,77.9,66,94,Успешный студент
S08401,4.3,24.5,77.0,44,16,В зоне риска
S08402,3.6,22.9,80.1,90,52,Требует внимания
S08403,11.8,30.2,53.4,84,51,Требует внимания
S08404,2.9,19.6,64.0,85,56,Требует внимания
S08405,8.3,10.5,94.6,55,46,В зоне риска
S08406,10.8,7.8,72.0,95,15,В зоне риска
S08407,3.8,15.5,50.5,84,20,В зоне риска
S08408,6.2,25.7,81.1,69,17,В зоне риска
S08409,1.0,13.6,58.2,95,35,В зоне риска
S08410,1.0,23.7,60.8,95,55,Требует внимания
S08411,8.0,29.3,80.1,70,57,Требует внимания
S08412,7.1,21.1,75.5,85,49,В зоне риска
S08413,1.5,22.4,85.9,66,81,Успешный студент
S08414,7.6,23.1,75.2,85,59,Требует внимания
S08415,9.1,27.0,57.4,95,74,Требует внимания
S08416,4.0,2.4,65.6,95,54,Требует внимания
S08417,2.5,25.9,97.1,59,39,В зоне риска
S08418,3.2,4.7,57.0,92,22,В зоне риска
S08419,4.5,22.7,67.6,90,50,Требует внимания
S08420,1.0,6.7,68.9,80,69,Требует внимания
S08421,6.3,24.9,65.1,52,12,В зоне риска
S08422,6.4,17.7,52.0,58,58,Требует внимания
S08423,10.3,20.3,58.0,67,35,В зоне риска
S08424,6.3,21.3,62.2,72,54,Требует внимания
S08425,3.0,11.3,60.0,64,67,Требует внимания
S08426,2.7,14.5,97.8,94,64,Требует внимания
S08427,1.0,24.8,78.4,56,45,В зоне риска
S08428,8.2,19.3,50.3,95,71,Требует внимания
S08429,5.4,13.4,55.4,75,66,Требует внимания
S08430,11.7,29.2,62.7,95,71,Требует внимания
S08431,2.0,7.6,91.6,54,52,Требует внимания
S08432,2.1,13.7,55.9,56,76,Успешный студент
S08433,9.5,6.0,57.2,91,92,Успешный студент
S08434,9.4,18.6,90.7,40,72,Требует внимания
S08435,1.0,29.5,55.9,47,53,Требует внимания
S08436,4.7,23.6,58.0,79,85,Успешный студент
S08437,5.9,12.1,74.2,60,49,В зоне риска
S08438,3.4,9.2,69.3,79,51,Требует внимания
S08439,1.0,15.3,73.0,46,52,Требует внимания
S08440,5.4,9.1,54.7,78,26,В зоне риска
S08441,9.0,19.4,50.3,88,88,Успешный студент
S08442,8.0,18.9,81.2,80,27,В зоне риска
S08443,11.3,3.4,59.2,64,45,В зоне риска
S08444,10.1,29.5,59.5,77,68,Требует внимания
S08445,11.0,8.2,77.5,95,60,Требует внимания
S08446,9.8,15.5,69.8,60,53,Требует внимания
S08447,3.0,18.9,60.2,54,76,Успешный студент
S08448,2.6,27.7,65.1,91,81,Успешный студент
S08449,7.6,15.5,58.4,95,64,Требует внимания
S08450,6.2,29.3,65.3,84,51,Требует внимания
S08451,2.1,13.5,90.7,95,60,Требует внимания
S08452,3.3,17.0,70.1,95,35,В зоне риска
S08453,1.9,27.0,88.3,57,39,В зоне риска
S08454,1.8,33.3,56.6,81,54,Требует внимания
S08455,4.1,15.6,68.0,93,62,Требует внимания
S08456,3.0,18.9,77.0,91,56,Требует внимания
S08457,6.8,21.4,63.4,95,90,Успешный студент
S08458,2.5,16.3,65.8,52,49,В зоне риска
S08459,8.5,21.1,89.6,58,83,Успешный студент
S08460,4.1,6.3,54.3,95,49,В зоне риска
S08461,3.6,12.7,85.8,81,27,В зоне риска
S08462,3.6,26.5,60.9,69,61,Требует внимания
S08463,8.5,20.8,84.1,95,75,Успешный студент
S08464,6.0,31.3,57.5,61,81,Успешный студент
S08465,8.6,21.6,57.8,86,58,Требует внимания
S08466,6.9,19.7,52.4,66,75,Успешный студент
S08467,5.9,22.4,77.3,74,53,Требует внимания
S08468,7.1,16.4,56.6,56,67,Требует внимания
S08469,10.1,27.8,85.2,95,45,В зоне риска
S08470,7.1,18.1,60.6,66,17,В зоне риска
S08471,1.0,18.1,53.9,95,25,В зоне риска
S08472,3.6,18.1,85.4,95,40,В зоне риска
S08473,10.3,20.5,65.4,92,44,В зоне риска
S08474,1.4,26.9,75.8,54,26,В зоне риска
S08475,2.9,26.1,61.7,90,81,Успешный студент
S08476,3.3,9.2,50.3,95,48,В зоне риска
S08477,8.0,6.9,64.9,40,66,Требует внимания
S08478,8.2,15.1,50.3,70,73,Требует внимания
S08479,9.1,18.6,70.8,43,94,Успешный студент
S08480,4.2,14.4,71.5,95,61,Требует внимания
S08481,4.2,8.3,81.5,93,28,В зоне риска
S08482,2.9,15.0,50.3,76,55,Требует внимания
S08483,9.6,22.8,75.8,52,15,В зоне риска
S08484,6.6,27.4,82.6,66,55,Требует внимания
S08485,1.8,17.9,64.1,47,46,В зоне риска
S08486,5.3,8.3,75.9,70,39,В зоне риска
S08487,1.3,20.3,87.4,51,57,Требует внимания
S08488,1.6,22.5,71.4,51,76,Успешный студент
