hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
3.2,7.5,57.8,95,30,В зоне риска,0
3.0,24.5,79.9,65,52,Требует внимания,1
4.5,28.2,52.1,76,55,Требует внимания,1
2.8,15.3,68.2,89,18,В зоне риска,0
1.0,27.8,81.2,60,44,В зоне риска,0
8.6,9.8,58.9,74,49,В зоне риска,0
11.9,28.9,84.5,51,84,Успешный студент,2
9.5,14.3,63.8,86,79,Успешный студент,2
3.3,17.8,60.8,70,71,Требует внимания,1
1.0,29.1,50.3,44,56,Требует внимания,1
6.6,11.3,51.5,85,73,Требует внимания,1
3.4,28.1,85.7,66,59,Требует внимания,1
3.0,17.7,67.0,69,56,Требует внимания,1
3.1,10.9,63.3,76,35,В зоне риска,0
10.1,25.0,55.8,76,81,Успешный студент,2
9.4,32.0,50.3,91,73,Требует внимания,1
8.3,10.6,100.0,74,40,В зоне риска,0
11.8,24.6,79.5,46,32,В зоне риска,0
1.0,25.8,72.2,95,91,Успешный студент,2
2.5,23.8,97.6,70,49,В зоне риска,0
6.9,28.4,51.7,84,50,Требует внимания,1
9.0,10.0,71.2,74,12,В зоне риска,0
8.3,19.6,58.7,66,83,Успешный студент,2
9.4,28.3,93.6,95,57,Требует внимания,1
2.2,15.0,50.3,62,30,В зоне риска,0
5.5,17.2,64.1,95,65,Требует внимания,1
8.0,19.5,51.7,88,45,В зоне риска,0
2.8,21.4,50.3,95,37,В зоне риска,0
3.3,14.0,85.8,79,12,В зоне риска,0
7.1,31.7,65.4,92,52,Требует внимания,1
1.0,27.8,79.1,95,45,В зоне риска,0
3.5,6.4,78.6,63,57,Требует внимания,1
4.6,24.1,94.6,88,56,Требует внимания,1
1.7,9.6,82.3,68,69,Требует внимания,1
10.0,31.3,80.1,95,79,Успешный студент,2
5.2,25.5,57.1,71,34,В зоне риска,0
9.7,15.4,55.6,55,92,Успешный студент,2
3.8,8.9,73.0,91,53,Требует внимания,1
2.0,21.1,50.3,46,64,Требует внимания,1
8.1,3.4,61.9,51,58,Требует внимания,1
3.4,19.8,85.2,70,54,Требует внимания,1
10.7,10.2,72.3,55,26,В зоне риска,0
7.0,23.1,78.2,94,75,Успешный студент,2
6.7,21.5,50.3,92,37,В зоне риска,0
1.4,26.5,90.9,67,50,Требует внимания,1
7.3,10.3,64.7,79,68,Требует внимания,1
8.8,16.9,71.9,45,56,Требует внимания,1
8.4,11.5,92.6,47,76,Успешный студент,2
5.7,13.7,74.2,82,61,Требует внимания,1
5.4,18.7,64.0,84,45,В зоне риска,0
4.0,30.7,97.2,95,25,В зоне риска,0
3.8,12.8,82.6,95,78,Успешный студент,2
1.6,14.9,90.7,89,19,В зоне риска,0
1.0,25.6,62.2,68,57,Требует внимания,1
4.2,2.1,100.0,68,67,Требует внимания,1
3.0,7.2,80.7,64,55,Требует внимания,1
3.4,18.9,56.9,95,77,Успешный студент,2
11.3,17.8,75.7,92,64,Требует внимания,1
7.5,16.6,69.3,95,59,Требует внимания,1
4.2,22.3,74.9,84,60,Требует внимания,1
7.0,28.9,89.9,95,43,В зоне риска,0
2.5,20.1,89.1,40,43,В зоне риска,0
9.5,18.6,50.3,86,43,В зоне риска,0
9.7,6.2,64.2,83,31,В зоне риска,0
8.2,16.9,66.0,49,71,Требует внимания,1
5.1,19.8,60.0,95,49,В зоне риска,0
1.8,13.7,77.9,88,53,Требует внимания,1
11.6,34.0,59.0,94,74,Требует внимания,1
3.5,10.7,98.0,89,70,Требует внимания,1
7.8,7.9,64.7,82,46,В зоне риска,0
1.0,26.1,89.0,89,69,Требует внимания,1
6.0,32.4,67.3,40,77,Успешный студент,2
5.5,19.9,73.5,61,46,В зоне риска,0
2.4,34.0,84.7,70,62,Требует внимания,1
9.4,27.3,91.0,80,60,Требует внимания,1
10.6,28.6,86.3,91,71,Требует внимания,1
5.0,16.0,59.8,63,78,Успешный студент,2
6.7,26.0,71.1,95,34,В зоне риска,0
2.3,4.0,65.4,86,56,Требует внимания,1
3.3,7.1,57.1,64,60,Требует внимания,1
6.6,8.1,50.3,51,60,Требует внимания,1
1.6,16.9,87.6,95,41,В зоне риска,0
8.9,26.9,68.5,93,72,Требует внимания,1
9.4,13.3,52.9,50,71,Требует внимания,1
5.6,19.4,69.4,66,53,Требует внимания,1
1.4,29.5,56.6,48,38,В зоне риска,0
1.7,24.8,89.5,95,69,Требует внимания,1
7.4,22.8,68.7,76,67,Требует внимания,1
6.8,12.3,100.0,61,27,В зоне риска,0
5.4,24.9,75.5,71,39,В зоне риска,0
4.0,23.8,59.3,92,43,В зоне риска,0
3.2,13.4,76.6,41,58,Требует внимания,1
11.3,15.4,75.0,71,70,Требует внимания,1
2.1,27.0,77.7,79,39,В зоне риска,0
4.9,10.1,54.0,81,57,Требует внимания,1
2.5,17.2,89.3,53,41,В зоне риска,0
9.4,29.9,79.5,63,60,Требует внимания,1
2.7,6.0,90.0,77,63,Требует внимания,1
10.3,19.6,69.1,73,40,В зоне риска,0
4.3,13.4,71.5,54,53,Требует внимания,1
3.1,26.2,86.9,95,54,Требует внимания,1
9.1,18.7,51.0,67,57,Требует внимания,1
9.1,28.4,56.8,59,51,Требует внимания,1
2.5,14.9,59.0,70,48,В зоне риска,0
6.9,33.4,96.5,74,69,Требует внимания,1
11.7,30.3,76.1,63,68,Требует внимания,1
4.5,12.7,75.1,58,25,В зоне риска,0
7.0,10.4,80.5,93,39,В зоне риска,0
7.2,28.7,83.7,42,60,Требует внимания,1
6.9,21.4,65.8,95,64,Требует внимания,1
1.4,20.9,93.9,55,73,Требует внимания,1
3.8,16.8,75.2,95,72,Требует внимания,1
4.6,7.8,84.7,83,13,В зоне риска,0
6.3,25.7,67.4,86,79,Успешный студент,2
1.2,9.3,68.8,60,49,В зоне риска,0
9.3,29.6,50.3,50,62,Требует внимания,1
6.6,28.0,54.7,90,64,Требует внимания,1
6.0,22.8,75.4,76,70,Требует внимания,1
6.9,22.7,71.4,95,87,Успешный студент,2
12.0,21.6,95.8,95,70,Требует внимания,1
9.3,24.0,50.3,95,92,Успешный студент,2
1.1,17.1,56.9,79,39,В зоне риска,0
9.3,16.3,50.4,54,72,Требует внимания,1
2.4,24.3,62.8,57,33,В зоне риска,0
1.0,3.6,81.6,95,47,В зоне риска,0
1.0,23.7,60.7,59,47,В зоне риска,0
4.9,23.8,88.9,95,83,Успешный студент,2
4.8,25.0,88.3,54,75,Успешный студент,2
5.9,25.2,60.0,69,69,Требует внимания,1
8.5,12.2,55.4,84,54,Требует внимания,1
3.8,24.9,67.7,95,40,В зоне риска,0
5.5,26.4,74.1,61,84,Успешный студент,2
7.8,12.0,62.8,66,57,Требует внимания,1
8.6,28.5,85.4,88,57,Требует внимания,1
3.4,24.5,66.9,47,66,Требует внимания,1
5.6,11.9,50.3,95,65,Требует внимания,1
3.5,21.1,86.9,95,40,В зоне риска,0
7.1,14.6,64.6,51,32,В зоне риска,0
1.3,10.0,50.3,95,85,Успешный студент,2
2.1,14.9,60.5,76,24,В зоне риска,0
1.5,22.7,85.6,95,73,Требует внимания,1
4.0,22.2,55.2,95,68,Требует внимания,1
7.1,26.9,51.1,52,49,В зоне риска,0
5.8,27.2,67.3,55,59,Требует внимания,1
1.4,28.3,57.7,71,86,Успешный студент,2
7.7,21.4,58.3,95,57,Требует внимания,1
9.0,12.4,75.3,74,56,Требует внимания,1
10.1,23.7,66.3,86,58,Требует внимания,1
8.7,8.2,53.0,58,59,Требует внимания,1
12.0,29.1,83.9,95,72,Требует внимания,1
1.0,14.0,62.2,65,34,В зоне риска,0
7.6,17.8,66.3,76,35,В зоне риска,0
3.4,19.6,65.6,79,58,Требует внимания,1
12.0,27.4,60.3,77,45,В зоне риска,0
7.3,18.6,67.4,43,22,В зоне риска,0
8.2,25.1,67.8,55,48,В зоне риска,0
6.2,8.9,78.1,89,51,Требует внимания,1
9.4,16.2,59.0,92,41,В зоне риска,0
5.0,16.0,70.2,73,59,Требует внимания,1
9.5,23.0,94.0,82,46,В зоне риска,0
7.9,20.2,90.7,92,48,В зоне риска,0
3.1,27.4,80.5,62,54,Требует внимания,1
4.8,13.6,61.6,93,57,Требует внимания,1
3.0,19.2,77.0,51,61,Требует внимания,1
4.4,13.4,71.8,72,46,В зоне риска,0
9.4,26.3,87.4,79,40,В зоне риска,0
3.1,25.1,58.9,63,62,Требует внимания,1
8.2,10.4,93.7,65,34,В зоне риска,0
1.0,13.7,95.3,66,87,Успешный студент,2
5.4,5.6,60.8,82,60,Требует внимания,1
4.5,17.8,50.3,95,59,Требует внимания,1
3.6,33.4,80.2,57,20,В зоне риска,0
6.3,9.2,71.9,90,46,В зоне риска,0
1.3,18.2,86.0,95,12,В зоне риска,0
8.1,22.1,64.2,95,50,Требует внимания,1
5.6,23.4,65.9,93,77,Успешный студент,2
6.9,24.9,60.9,75,54,Требует внимания,1
1.0,25.9,53.7,93,64,Требует внимания,1
8.0,20.4,58.2,95,68,Требует внимания,1
9.3,12.4,62.7,89,63,Требует внимания,1
7.8,29.6,54.8,95,64,Требует внимания,1
3.9,6.1,72.5,95,78,Успешный студент,2
1.1,11.5,52.3,59,61,Требует внимания,1
8.0,19.3,70.8,70,63,Требует внимания,1
5.7,14.5,50.4,70,81,Успешный студент,2
7.3,8.8,51.9,84,61,Требует внимания,1
2.7,23.0,68.9,90,65,Требует внимания,1
4.6,25.0,70.0,52,83,Успешный студент,2
7.3,33.1,92.1,55,66,Требует внимания,1
8.1,10.5,69.7,63,59,Требует внимания,1
1.4,29.4,53.9,86,60,Требует внимания,1
1.4,11.4,64.4,74,12,В зоне риска,0
10.5,16.5,96.8,59,24,В зоне риска,0
9.5,13.4,82.2,84,63,Требует внимания,1
2.4,21.0,79.2,87,66,Требует внимания,1
2.0,12.6,55.5,49,64,Требует внимания,1
6.2,14.9,60.1,59,56,Требует внимания,1
9.6,21.7,81.2,68,59,Требует внимания,1
2.1,12.6,50.3,83,55,Требует внимания,1
1.0,16.0,72.4,90,55,Требует внимания,1
4.9,16.1,63.5,66,53,Требует внимания,1
9.7,26.5,55.5,95,58,Требует внимания,1
4.8,25.1,50.3,74,68,Требует внимания,1
8.7,7.4,75.2,77,84,Успешный студент,2
1.0,18.2,53.1,94,61,Требует внимания,1
1.0,11.6,70.7,81,63,Требует внимания,1
12.0,30.9,55.9,81,74,Требует внимания,1
5.0,28.9,69.3,68,42,В зоне риска,0
6.3,29.2,88.8,94,72,Требует внимания,1
5.1,6.9,57.5,77,41,В зоне риска,0
10.5,12.5,86.0,95,67,Требует внимания,1
1.7,8.2,60.0,56,41,В зоне риска,0
6.8,16.9,79.0,95,59,Требует внимания,1
1.2,14.6,56.8,90,48,В зоне риска,0
1.0,12.0,79.3,68,68,Требует внимания,1
11.7,19.7,69.6,95,85,Успешный студент,2
4.1,21.8,79.1,65,60,Требует внимания,1
2.6,14.8,73.6,67,25,В зоне риска,0
4.4,19.7,78.7,63,48,В зоне риска,0
2.0,18.4,58.3,95,60,Требует внимания,1
1.3,31.2,81.2,95,58,Требует внимания,1
8.1,20.2,62.7,83,48,В зоне риска,0
7.4,23.3,50.3,60,29,В зоне риска,0
5.6,27.5,92.5,43,62,Требует внимания,1
2.5,17.1,86.9,86,94,Успешный студент,2
7.5,18.2,75.3,79,62,Требует внимания,1
5.8,27.5,56.4,50,52,Требует внимания,1
9.9,14.5,82.2,95,58,Требует внимания,1
9.4,15.1,59.4,95,90,Успешный студент,2
2.1,25.5,65.8,56,48,В зоне риска,0
6.5,26.1,89.6,95,61,Требует внимания,1
8.4,8.3,64.7,84,36,В зоне риска,0
10.4,12.5,73.5,79,62,Требует внимания,1
9.8,21.6,55.1,77,48,В зоне риска,0
11.5,24.9,56.8,89,13,В зоне риска,0
2.9,21.3,98.5,86,50,Требует внимания,1
6.4,29.3,89.0,48,52,Требует внимания,1
6.9,20.5,50.3,62,33,В зоне риска,0
11.5,8.3,83.6,80,40,В зоне риска,0
6.6,21.2,100.0,62,42,В зоне риска,0
7.9,15.9,59.8,70,79,Успешный студент,2
1.9,11.0,65.9,87,24,В зоне риска,0
5.9,19.9,56.9,74,75,Успешный студент,2
9.2,34.3,50.3,52,55,Требует внимания,1
7.6,5.6,55.9,95,53,Требует внимания,1
3.1,2.1,70.2,85,12,В зоне риска,0
2.3,23.5,86.1,95,57,Требует внимания,1
2.1,16.0,54.3,54,19,В зоне риска,0
12.0,32.7,51.2,95,62,Требует внимания,1
2.3,7.1,65.8,73,83,Успешный студент,2
3.8,28.2,96.6,77,12,В зоне риска,0
1.0,13.3,100.0,85,71,Требует внимания,1
4.7,24.6,79.2,69,79,Успешный студент,2
9.4,17.9,87.7,67,12,В зоне риска,0
5.9,16.0,59.9,95,42,В зоне риска,0
2.3,12.8,55.2,84,21,В зоне риска,0
5.2,13.7,89.3,64,56,Требует внимания,1
1.4,19.1,56.0,82,61,Требует внимания,1
3.5,9.5,56.7,93,39,В зоне риска,0
10.2,9.6,55.5,95,59,Требует внимания,1
2.2,14.3,88.6,74,46,В зоне риска,0
1.2,10.0,71.9,61,32,В зоне риска,0
9.1,24.3,50.3,75,56,Требует внимания,1
6.7,14.8,83.7,57,67,Требует внимания,1
10.6,23.1,62.6,61,72,Требует внимания,1
3.9,21.0,50.3,58,41,В зоне риска,0
1.0,17.6,52.0,85,69,Требует внимания,1
5.7,27.7,62.5,90,58,Требует внимания,1
1.0,15.0,57.6,62,44,В зоне риска,0
12.0,18.7,85.6,65,65,Требует внимания,1
7.4,15.7,88.8,95,61,Требует внимания,1
5.7,17.5,70.7,71,52,Требует внимания,1
6.2,11.1,77.8,92,63,Требует внимания,1
6.1,13.2,95.9,95,54,Требует внимания,1
7.9,17.7,63.3,95,61,Требует внимания,1
4.7,14.8,60.5,94,49,В зоне риска,0
2.8,7.6,60.6,75,37,В зоне риска,0
3.0,4.3,58.9,88,67,Требует внимания,1
7.0,27.4,78.8,71,52,Требует внимания,1
4.8,26.2,64.4,48,59,Требует внимания,1
7.6,22.3,68.5,78,49,В зоне риска,0
1.1,18.1,50.3,94,22,В зоне риска,0
2.6,12.9,81.0,54,46,В зоне риска,0
9.2,16.9,61.0,85,43,В зоне риска,0
3.7,22.8,58.0,71,55,Требует внимания,1
1.8,24.7,50.3,95,58,Требует внимания,1
1.7,27.3,77.3,75,39,В зоне риска,0
2.4,27.5,66.3,61,56,Требует внимания,1
1.7,21.1,93.7,76,56,Требует внимания,1
2.9,12.5,65.9,94,12,В зоне риска,0
1.6,25.7,81.8,70,58,Требует внимания,1
8.5,27.8,74.9,95,63,Требует внимания,1
11.4,28.8,72.0,62,31,В зоне риска,0
3.1,12.9,50.3,73,74,Требует внимания,1
1.3,17.8,71.9,95,64,Требует внимания,1
4.0,7.6,66.6,95,76,Успешный студент,2
8.8,11.8,74.8,94,67,Требует внимания,1
2.5,9.5,55.0,90,53,Требует внимания,1
8.8,17.9,84.8,62,59,Требует внимания,1
1.0,15.9,53.5,83,52,Требует внимания,1
3.4,23.2,51.4,65,74,Требует внимания,1
1.0,7.5,79.8,79,43,В зоне риска,0
5.2,12.5,54.2,95,52,Требует внимания,1
6.6,7.2,100.0,95,41,В зоне риска,0
8.3,11.4,86.4,76,68,Требует внимания,1
6.7,22.2,92.5,95,65,Требует внимания,1
3.2,8.7,69.2,95,58,Требует внимания,1
3.6,31.1,62.7,62,93,Успешный студент,2
1.0,7.5,55.6,54,51,Требует внимания,1
8.4,8.6,67.9,76,56,Требует внимания,1
1.0,10.8,63.7,85,72,Требует внимания,1
8.7,15.4,51.2,95,56,Требует внимания,1
4.1,29.1,67.2,51,71,Требует внимания,1
5.8,27.9,73.1,67,43,В зоне риска,0
3.3,16.8,87.5,50,57,Требует внимания,1
3.2,19.5,74.7,95,73,Требует внимания,1
3.3,12.3,60.6,92,14,В зоне риска,0
2.4,15.2,86.4,59,72,Требует внимания,1
5.3,13.1,84.9,53,51,Требует внимания,1
1.8,26.0,54.9,59,88,Успешный студент,2
10.5,12.8,60.1,77,53,Требует внимания,1
7.1,9.6,82.4,56,25,В зоне риска,0
3.1,5.1,66.6,66,12,В зоне риска,0
2.5,22.7,85.3,50,63,Требует внимания,1
1.1,9.1,74.9,42,23,В зоне риска,0
10.1,5.2,80.9,79,55,Требует внимания,1
9.1,2.9,93.1,71,12,В зоне риска,0
7.8,23.0,50.3,93,43,В зоне риска,0
2.8,28.6,50.9,42,55,Требует внимания,1
10.9,27.9,90.4,52,71,Требует внимания,1
1.7,7.0,72.3,68,48,В зоне риска,0
2.0,10.0,79.9,79,45,В зоне риска,0
1.3,16.2,51.2,85,86,Успешный студент,2
10.8,4.5,72.5,56,34,В зоне риска,0
2.5,25.1,50.3,89,42,В зоне риска,0
8.1,25.5,75.5,94,94,Успешный студент,2
7.7,21.9,89.4,57,41,В зоне риска,0
6.5,29.6,92.2,94,68,Требует внимания,1
4.2,14.3,64.2,64,56,Требует внимания,1
1.0,21.1,79.7,64,62,Требует внимания,1
4.4,9.3,94.1,71,62,Требует внимания,1
3.7,12.6,63.8,79,39,В зоне риска,0
10.6,22.5,57.6,78,28,В зоне риска,0
3.2,9.0,59.6,66,23,В зоне риска,0
6.2,25.7,61.7,72,32,В зоне риска,0
5.5,6.9,63.0,81,48,В зоне риска,0
8.7,26.9,85.3,95,80,Успешный студент,2
3.1,28.6,62.5,80,45,В зоне риска,0
7.9,13.4,89.8,75,65,Требует внимания,1
6.3,13.6,67.7,95,55,Требует внимания,1
5.0,21.2,80.5,58,60,Требует внимания,1
7.6,31.9,63.3,82,57,Требует внимания,1
4.3,12.2,51.6,95,78,Успешный студент,2
9.5,13.9,84.9,95,69,Требует внимания,1
7.5,5.4,89.9,77,58,Требует внимания,1
1.0,30.9,75.3,68,57,Требует внимания,1
1.8,20.0,80.9,95,39,В зоне риска,0
3.8,20.0,73.8,69,12,В зоне риска,0
3.5,29.5,52.6,47,44,В зоне риска,0
5.6,32.8,55.7,69,15,В зоне риска,0
1.4,22.1,77.7,95,44,В зоне риска,0
1.0,15.7,85.7,40,55,Требует внимания,1
1.0,15.2,75.4,68,25,В зоне риска,0
8.8,10.2,100.0,92,37,В зоне риска,0
6.2,19.3,89.1,42,60,Требует внимания,1
5.7,12.2,91.3,81,28,В зоне риска,0
3.4,18.0,51.4,72,42,В зоне риска,0
9.3,28.7,71.6,95,41,В зоне риска,0
2.2,21.7,71.5,43,72,Требует внимания,1
5.5,16.8,53.2,86,40,В зоне риска,0
7.8,15.3,68.6,70,69,Требует внимания,1
3.5,13.2,93.9,58,12,В зоне риска,0
1.3,20.5,76.8,65,70,Требует внимания,1
6.5,19.6,50.3,72,68,Требует внимания,1
6.5,16.7,78.4,79,62,Требует внимания,1
6.5,28.0,55.7,74,44,В зоне риска,0
5.8,14.1,54.0,56,67,Требует внимания,1
2.7,16.2,59.0,80,20,В зоне риска,0
7.1,15.8,63.6,46,32,В зоне риска,0
1.0,15.1,97.7,50,45,В зоне риска,0
6.7,11.5,61.1,74,22,В зоне риска,0
6.1,18.5,70.8,60,86,Успешный студент,2
5.3,7.8,67.4,95,63,Требует внимания,1
1.7,21.7,89.5,95,50,Требует внимания,1
3.5,18.0,91.6,57,56,Требует внимания,1
8.1,8.8,84.3,84,14,В зоне риска,0
3.2,27.4,53.2,71,68,Требует внимания,1
4.3,26.3,92.9,95,52,Требует внимания,1
9.9,31.3,80.6,95,39,В зоне риска,0
9.1,33.0,61.7,95,37,В зоне риска,0
7.4,15.9,100.0,66,51,Требует внимания,1
3.3,26.3,66.5,55,25,В зоне риска,0
7.1,6.5,67.6,90,45,В зоне риска,0
4.7,10.8,92.0,52,38,В зоне риска,0
7.9,14.3,77.0,70,53,Требует внимания,1
11.1,26.4,79.5,75,57,Требует внимания,1
4.8,6.6,64.6,73,53,Требует внимания,1
2.8,23.3,66.7,67,62,Требует внимания,1
3.4,21.9,61.5,72,56,Требует внимания,1
7.4,26.5,76.8,69,58,Требует внимания,1
2.3,18.3,50.3,47,51,Требует внимания,1
7.6,29.2,86.7,89,63,Требует внимания,1
7.5,22.7,83.8,61,76,Успешный студент,2
6.3,12.8,65.6,63,35,В зоне риска,0
7.3,24.4,50.3,95,50,Требует внимания,1
8.8,20.6,80.4,95,59,Требует внимания,1
1.4,3.1,67.6,58,51,Требует внимания,1
6.5,15.3,65.6,65,63,Требует внимания,1
9.7,29.9,59.1,93,58,Требует внимания,1
5.6,28.8,74.8,95,81,Успешный студент,2
10.5,29.4,63.4,81,12,В зоне риска,0
1.0,25.0,83.7,67,24,В зоне риска,0
10.5,17.2,51.5,58,64,Требует внимания,1
6.1,24.4,61.1,65,56,Требует внимания,1
6.5,5.9,79.7,91,59,Требует внимания,1
10.2,10.0,66.3,66,80,Успешный студент,2
7.2,17.8,53.8,95,60,Требует внимания,1
2.4,18.2,85.4,42,65,Требует внимания,1
2.1,23.3,50.3,40,46,В зоне риска,0
1.0,27.1,74.8,95,60,Требует внимания,1
4.5,24.4,75.8,76,73,Требует внимания,1
9.3,26.3,55.7,88,87,Успешный студент,2
2.8,30.2,50.3,69,16,В зоне риска,0
1.2,5.0,50.3,78,52,Требует внимания,1
1.7,2.1,78.3,90,49,В зоне риска,0
1.0,7.9,85.9,76,37,В зоне риска,0
1.0,30.5,82.9,86,68,Требует внимания,1
3.4,15.5,54.9,77,77,Успешный студент,2
1.2,24.0,53.1,80,53,Требует внимания,1
4.4,14.7,51.3,70,77,Успешный студент,2
4.3,9.0,55.7,95,59,Требует внимания,1
4.9,19.5,75.2,78,35,В зоне риска,0
3.6,12.9,54.4,86,74,Требует внимания,1
10.0,10.3,83.4,59,61,Требует внимания,1
3.6,31.3,94.1,73,23,В зоне риска,0
5.2,22.7,68.7,76,49,В зоне риска,0
2.1,18.2,60.4,95,54,Требует внимания,1
3.5,8.3,95.1,66,51,Требует внимания,1
6.2,12.7,89.3,74,85,Успешный студент,2
3.7,13.7,71.4,79,34,В зоне риска,0
6.9,28.0,90.3,60,70,Требует внимания,1
3.0,15.2,73.3,89,47,В зоне риска,0
8.3,10.4,50.3,80,86,Успешный студент,2
3.8,12.3,70.7,52,30,В зоне риска,0
2.8,10.6,51.2,52,60,Требует внимания,1
2.1,25.5,63.6,48,60,Требует внимания,1
2.2,9.0,67.2,47,13,В зоне риска,0
4.8,22.2,62.8,68,40,В зоне риска,0
5.6,16.9,81.6,84,58,Требует внимания,1
10.3,13.8,99.7,74,62,Требует внимания,1
1.4,26.7,57.4,56,55,Требует внимания,1
2.6,8.7,76.5,61,59,Требует внимания,1
3.2,15.2,50.3,95,54,Требует внимания,1
3.2,28.4,73.1,50,53,Требует внимания,1
2.5,32.8,64.7,95,56,Требует внимания,1
2.2,8.0,61.0,70,27,В зоне риска,0
2.3,19.1,69.4,83,47,В зоне риска,0
8.0,17.5,53.4,46,36,В зоне риска,0
5.4,12.9,100.0,45,61,Требует внимания,1
2.9,13.1,88.1,92,43,В зоне риска,0
9.0,16.5,78.7,82,52,Требует внимания,1
6.2,11.4,59.7,76,39,В зоне риска,0
2.4,22.0,94.4,73,46,В зоне риска,0
2.8,4.8,58.7,55,46,В зоне риска,0
10.2,26.4,89.8,95,54,Требует внимания,1
1.7,4.1,50.3,74,36,В зоне риска,0
11.5,10.7,60.7,95,52,Требует внимания,1
10.5,23.7,67.0,72,28,В зоне риска,0
2.3,22.3,80.8,95,78,Успешный студент,2
1.8,10.5,60.0,44,81,Успешный студент,2
6.5,21.4,54.8,59,52,Требует внимания,1
9.1,8.1,59.2,75,88,Успешный студент,2
8.6,19.5,89.3,79,64,Требует внимания,1
3.3,29.3,51.1,93,65,Требует внимания,1
1.9,21.3,58.6,53,39,В зоне риска,0
6.5,17.6,95.8,74,83,Успешный студент,2
2.6,13.0,82.5,95,37,В зоне риска,0
10.4,6.9,100.0,73,51,Требует внимания,1
9.3,21.9,51.4,94,44,В зоне риска,0
7.1,23.2,59.0,94,60,Требует внимания,1
12.0,26.2,71.0,95,94,Успешный студент,2
3.5,16.7,50.3,72,32,В зоне риска,0
10.3,29.8,66.9,67,75,Успешный студент,2
6.3,6.3,83.3,89,64,Требует внимания,1
5.2,10.7,75.1,62,74,Требует внимания,1
3.1,10.9,74.4,95,26,В зоне риска,0
1.0,10.2,77.4,72,42,В зоне риска,0
8.8,19.6,88.7,63,22,В зоне риска,0
1.0,33.7,64.7,61,54,Требует внимания,1
6.9,13.4,62.7,92,68,Требует внимания,1
5.4,25.6,58.1,95,78,Успешный студент,2
1.8,22.4,75.6,60,49,В зоне риска,0
8.8,22.2,50.3,95,63,Требует внимания,1
3.9,30.2,68.3,59,75,Успешный студент,2
6.1,26.5,51.0,95,53,Требует внимания,1
4.2,28.3,64.0,71,66,Требует внимания,1
4.3,24.3,100.0,95,77,Успешный студент,2
9.6,7.6,65.2,95,60,Требует внимания,1
2.2,22.1,79.4,65,73,Требует внимания,1
6.6,21.0,50.3,89,12,В зоне риска,0
2.6,22.8,76.1,86,45,В зоне риска,0
1.0,7.1,94.6,66,43,В зоне риска,0
3.1,24.7,61.8,87,47,В зоне риска,0
9.6,22.6,98.8,71,25,В зоне риска,0
2.3,20.4,90.0,88,28,В зоне риска,0
3.1,20.4,88.2,63,19,В зоне риска,0
2.5,10.9,68.1,78,39,В зоне риска,0
5.2,27.7,63.7,73,47,В зоне риска,0
1.0,18.8,68.9,80,75,Успешный студент,2
7.6,12.5,93.3,83,29,В зоне риска,0
7.2,31.1,73.8,95,58,Требует внимания,1
9.3,28.7,85.4,85,59,Требует внимания,1
4.8,27.9,80.9,64,69,Требует внимания,1
2.2,22.6,52.3,71,46,В зоне риска,0
7.1,7.8,84.9,95,34,В зоне риска,0
1.4,20.3,56.4,95,69,Требует внимания,1
7.2,13.9,100.0,41,75,Успешный студент,2
1.0,27.7,69.5,69,67,Требует внимания,1
7.8,10.7,52.5,95,46,В зоне риска,0
7.2,13.0,82.2,81,28,В зоне риска,0
4.4,24.5,94.3,68,56,Требует внимания,1
10.4,16.9,64.7,43,38,В зоне риска,0
4.8,10.9,69.3,61,54,Требует внимания,1
6.6,28.4,92.0,91,54,Требует внимания,1
2.1,17.0,69.0,64,52,Требует внимания,1
3.0,16.9,74.4,74,94,Успешный студент,2
1.4,12.2,65.1,65,44,В зоне риска,0
5.1,23.1,50.3,95,40,В зоне риска,0
2.5,14.1,65.2,74,38,В зоне риска,0
4.5,14.0,50.3,66,41,В зоне риска,0
2.7,18.0,60.7,86,33,В зоне риска,0
8.9,29.3,98.1,79,58,Требует внимания,1
7.6,25.7,79.8,61,65,Требует внимания,1
3.4,14.9,50.3,95,56,Требует внимания,1
8.5,9.2,87.9,95,84,Успешный студент,2
4.3,20.2,66.7,44,71,Требует внимания,1
9.3,30.8,71.6,59,71,Требует внимания,1
8.4,5.4,77.9,63,57,Требует внимания,1
1.3,16.6,63.8,89,64,Требует внимания,1
9.0,6.7,67.2,88,54,Требует внимания,1
9.8,14.5,68.7,81,86,Успешный студент,2
12.0,20.0,76.5,71,36,В зоне риска,0
7.7,19.2,54.4,70,64,Требует внимания,1
7.2,14.5,83.3,84,49,В зоне риска,0
3.2,4.8,62.5,70,62,Требует внимания,1
4.9,17.4,56.1,67,76,Успешный студент,2
8.1,24.5,77.0,95,60,Требует внимания,1
6.5,24.5,87.2,70,74,Требует внимания,1
2.4,26.8,90.1,60,60,Требует внимания,1
3.3,20.1,95.9,91,15,В зоне риска,0
9.0,18.2,55.4,88,45,В зоне риска,0
8.1,18.7,81.4,75,82,Успешный студент,2
2.2,29.6,50.3,80,62,Требует внимания,1
1.0,22.4,94.4,64,32,В зоне риска,0
7.5,8.2,52.6,69,63,Требует внимания,1
2.2,10.3,65.5,95,24,В зоне риска,0
2.6,3.5,70.3,95,75,Успешный студент,2
1.8,17.6,73.3,70,49,В зоне риска,0
